# Genome	Taxonomy
GCA_000906255.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Nidovirales|f__Mesoniviridae|g__Alphamesonivirus|s__Alphamesonivirus_2
GCA_002816295.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Nidovirales|f__Mesoniviridae|g__Alphamesonivirus|s__Alphamesonivirus_2
GCA_000906275.1	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Circovirus|s__Canine_circovirus
GCA_004028875.1	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Circovirus|s__Canine_circovirus
GCA_000906415.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Megrivirus|s__Melegrivirus_A
GCA_000917935.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Megrivirus|s__Melegrivirus_A
GCA_000907135.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Nidovirales|f__Mesoniviridae|g__Alphamesonivirus|s__Alphamesonivirus_4
GCA_000919795.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Nidovirales|f__Mesoniviridae|g__Alphamesonivirus|s__Alphamesonivirus_4
GCA_000907415.1	k__Viruses|p__Nucleocytoviricota|c__Megaviricetes|o__Algavirales|f__Phycodnaviridae|g__Prymnesiovirus|s__Phaeocystis_globosa_virus
GCA_025838275.1	k__Viruses|p__Nucleocytoviricota|c__Megaviricetes|o__Algavirales|f__Phycodnaviridae|g__Prymnesiovirus|s__Phaeocystis_globosa_virus
GCA_000907855.1	k__Viruses|p__Kitrinoviricota|c__Alsuviricetes|o__Martellivirales|f__Endornaviridae|g__Betaendornavirus|s__Sclerotinia_sclerotiorum_betaendornavirus_1
GCA_000920615.1	k__Viruses|p__Kitrinoviricota|c__Alsuviricetes|o__Martellivirales|f__Endornaviridae|g__Betaendornavirus|s__Sclerotinia_sclerotiorum_betaendornavirus_1
GCA_000907875.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Sweet_potato_leaf_curl_Henan_virus
GCA_000920735.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Sweet_potato_leaf_curl_Henan_virus
GCA_000908195.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Nidovirales|f__Mesoniviridae|g__Alphamesonivirus|s__Alphamesonivirus_3
GCA_002816415.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Nidovirales|f__Mesoniviridae|g__Alphamesonivirus|s__Alphamesonivirus_3
GCA_000908375.1	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Porprismacovirus|s__Porprismacovirus_porci2
GCA_003964215.1	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Porprismacovirus|s__Porprismacovirus_porci2
GCA_000910155.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Taupapillomavirus|s__Taupapillomavirus_3
GCA_000912755.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Taupapillomavirus|s__Taupapillomavirus_3
GCA_000910995.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Potamipivirus|s__Potamipivirus_A
GCA_013087405.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Potamipivirus|s__Potamipivirus_A
GCA_000912235.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Nidovirales|f__Coronaviridae|g__Betacoronavirus|s__Hedgehog_coronavirus_1
GCA_002816175.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Nidovirales|f__Coronaviridae|g__Betacoronavirus|s__Hedgehog_coronavirus_1
GCA_000913035.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Nidovirales|f__Tobaniviridae|g__Torovirus|s__Porcine_torovirus
GCA_900197435.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Nidovirales|f__Tobaniviridae|g__Torovirus|s__Porcine_torovirus
GCA_000913695.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Pipapillomavirus|s__Pipapillomavirus_1
GCA_003182635.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Pipapillomavirus|s__Pipapillomavirus_1
GCA_000914895.1	k__Viruses|p__Kitrinoviricota|c__Alsuviricetes|o__Martellivirales|f__Endornaviridae|g__Alphaendornavirus|s__Phaseolus_vulgaris_alphaendornavirus_1
GCA_002820445.1	k__Viruses|p__Kitrinoviricota|c__Alsuviricetes|o__Martellivirales|f__Endornaviridae|g__Alphaendornavirus|s__Phaseolus_vulgaris_alphaendornavirus_1
GCA_000915035.1	k__Viruses|p__Preplasmiviricota|c__Maveriviricetes|o__Priklausovirales|f__Lavidaviridae|g__Sputnikvirus|s__Mimivirus_dependent_virus_Zamilon
GCA_003006235.2	k__Viruses|p__Preplasmiviricota|c__Maveriviricetes|o__Priklausovirales|f__Lavidaviridae|g__Sputnikvirus|s__Mimivirus_dependent_virus_Zamilon
GCA_000915575.1	k__Viruses|p__Nucleocytoviricota|c__Megaviricetes|o__Pimascovirales|f__Iridoviridae|g__Chloriridovirus|s__Invertebrate_iridescent_virus_22
GCA_000916235.1	k__Viruses|p__Nucleocytoviricota|c__Megaviricetes|o__Pimascovirales|f__Iridoviridae|g__Chloriridovirus|s__Invertebrate_iridescent_virus_22
GCA_000915595.1	k__Viruses|p__Lenarviricota|c__Howeltoviricetes|o__Cryppavirales|f__Mitoviridae|g__Duamitovirus|s__Duamitovirus_scsc6
GCA_023120085.1	k__Viruses|p__Lenarviricota|c__Howeltoviricetes|o__Cryppavirales|f__Mitoviridae|g__Duamitovirus|s__Duamitovirus_scsc6
GCA_000915995.1	k__Viruses|p__Kitrinoviricota|c__Alsuviricetes|o__Hepelivirales|f__Hepeviridae|g__Avihepevirus|s__Avihepevirus_magniiecur
GCA_002826385.1	k__Viruses|p__Kitrinoviricota|c__Alsuviricetes|o__Hepelivirales|f__Hepeviridae|g__Avihepevirus|s__Avihepevirus_magniiecur
GCA_000916055.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Limnipivirus|s__Limnipivirus_C
GCA_002817215.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Limnipivirus|s__Limnipivirus_C
GCA_000916675.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Sobemovirus|s__Turnip_rosette_virus
GCA_002830925.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Sobemovirus|s__Turnip_rosette_virus
GCA_000916815.1	k__Viruses|p__Kitrinoviricota|c__Tolucaviricetes|o__Tolivirales|f__Tombusviridae|g__Tombusvirus|s__Eggplant_mottled_crinkle_virus
GCA_002830525.1	k__Viruses|p__Kitrinoviricota|c__Tolucaviricetes|o__Tolivirales|f__Tombusviridae|g__Tombusvirus|s__Eggplant_mottled_crinkle_virus
GCA_000916955.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Dyoomikronpapillomavirus|s__Dyoomikronpapillomavirus_1
GCA_003179115.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Dyoomikronpapillomavirus|s__Dyoomikronpapillomavirus_1
GCA_000917655.1	k__Viruses|p__Pisuviricota|c__Duplopiviricetes|o__Durnavirales|f__Hypoviridae|g__Alphahypovirus|s__Alphahypovirus_fusarii
GCA_023123175.1	k__Viruses|p__Pisuviricota|c__Duplopiviricetes|o__Durnavirales|f__Hypoviridae|g__Alphahypovirus|s__Alphahypovirus_fusarii
GCA_000917835.1	k__Viruses|p__Kitrinoviricota|c__Alsuviricetes|o__Martellivirales|f__Togaviridae|g__Alphavirus|s__Madariaga_virus
GCA_002888955.1	k__Viruses|p__Kitrinoviricota|c__Alsuviricetes|o__Martellivirales|f__Togaviridae|g__Alphavirus|s__Madariaga_virus
GCA_000918015.1	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Circovirus|s__Mink_circovirus
GCA_004046075.1	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Circovirus|s__Mink_circovirus
GCA_000918095.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Gammapapillomavirus|s__Gammapapillomavirus_24
GCA_003179635.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Gammapapillomavirus|s__Gammapapillomavirus_24
GCA_000918175.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Rosavirus|s__Rosavirus_A
GCA_002817335.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Rosavirus|s__Rosavirus_A
GCA_000918935.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Megrivirus|s__Megrivirus_C
GCA_000921575.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Megrivirus|s__Megrivirus_C
GCA_000919515.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Genomoviridae|g__Gemycircularvirus|s__Gemycircularvirus_cassa1
GCA_003849045.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Genomoviridae|g__Gemycircularvirus|s__Gemycircularvirus_cassa1
GCA_000919575.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Sicinivirus|s__Sicinivirus_A
GCA_001443985.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Sicinivirus|s__Sicinivirus_A
GCA_000919655.1	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Cyclovirus|s__Dragonfly_associated_cyclovirus_4
GCA_002819965.1	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Cyclovirus|s__Dragonfly_associated_cyclovirus_4
GCA_000920015.1	k__Viruses|p__Preplasmiviricota|c__Tectiliviricetes|o__Rowavirales|f__Adenoviridae|g__Mastadenovirus|s__Sea_lion_mastadenovirus_A
GCA_013426275.1	k__Viruses|p__Preplasmiviricota|c__Tectiliviricetes|o__Rowavirales|f__Adenoviridae|g__Mastadenovirus|s__Sea_lion_mastadenovirus_A
GCA_000920435.1	k__Viruses|p__Cossaviricota|c__Quintoviricetes|o__Piccovirales|f__Parvoviridae|g__Copiparvovirus|s__Ungulate_copiparvovirus_4
GCA_013087245.1	k__Viruses|p__Cossaviricota|c__Quintoviricetes|o__Piccovirales|f__Parvoviridae|g__Copiparvovirus|s__Ungulate_copiparvovirus_4
GCA_000920575.1	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Cyclovirus|s__Dragonfly_associated_cyclovirus_1
GCA_002819945.1	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Cyclovirus|s__Dragonfly_associated_cyclovirus_1
GCA_000920595.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Treisepsilonpapillomavirus|s__Treisepsilonpapillomavirus_1
GCA_003180115.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Treisepsilonpapillomavirus|s__Treisepsilonpapillomavirus_1
GCA_000920755.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Megrivirus|s__Megrivirus_A
GCA_002008395.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Megrivirus|s__Megrivirus_A
GCA_000921235.1	k__Viruses|p__Artverviricota|c__Revtraviricetes|o__Blubervirales|f__Hepadnaviridae|g__Orthohepadnavirus|s__Roundleaf_bat_hepatitis_B_virus
GCA_000923115.1	k__Viruses|p__Artverviricota|c__Revtraviricetes|o__Blubervirales|f__Hepadnaviridae|g__Orthohepadnavirus|s__Roundleaf_bat_hepatitis_B_virus
GCA_000921515.1	k__Viruses|p__Pisuviricota|c__Stelpaviricetes|o__Stellavirales|f__Astroviridae|g__Mamastrovirus|s__Mamastrovirus_2
GCA_002194425.1	k__Viruses|p__Pisuviricota|c__Stelpaviricetes|o__Stellavirales|f__Astroviridae|g__Mamastrovirus|s__Mamastrovirus_2
GCA_000921735.1	k__Viruses|p__Kitrinoviricota|c__Alsuviricetes|o__Martellivirales|f__Togaviridae|g__Alphavirus|s__Middelburg_virus
GCA_002889115.1	k__Viruses|p__Kitrinoviricota|c__Alsuviricetes|o__Martellivirales|f__Togaviridae|g__Alphavirus|s__Middelburg_virus
GCA_000921835.1	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Bornaviridae|g__Orthobornavirus|s__Orthobornavirus_serini
GCA_001305565.2	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Bornaviridae|g__Orthobornavirus|s__Orthobornavirus_serini
GCA_000922095.1	k__Viruses|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Herpesviridae|g__Mardivirus|s__Columbid_alphaherpesvirus_1
GCA_002116095.1	k__Viruses|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Herpesviridae|g__Mardivirus|s__Columbid_alphaherpesvirus_1
GCA_000923355.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Genomoviridae|g__Gemykibivirus|s__Gemykibivirus_humas1
GCA_000930855.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Genomoviridae|g__Gemykibivirus|s__Gemykibivirus_humas1
GCA_000923755.1	k__Viruses|p__Artverviricota|c__Revtraviricetes|o__Blubervirales|f__Hepadnaviridae|g__Orthohepadnavirus|s__Tent_making_bat_hepatitis_B_virus
GCA_002826205.1	k__Viruses|p__Artverviricota|c__Revtraviricetes|o__Blubervirales|f__Hepadnaviridae|g__Orthohepadnavirus|s__Tent_making_bat_hepatitis_B_virus
GCA_000924435.1	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Lyssavirus|s__Lyssavirus_bokeloh
GCA_900176785.1	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Lyssavirus|s__Lyssavirus_bokeloh
GCA_000924575.1	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Sprivivirus|s__Sprivivirus_esox
GCA_000925415.1	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Sprivivirus|s__Sprivivirus_esox
GCA_000924675.1	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Curiovirus|s__Curiovirus_curionopolis
GCA_002815535.1	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Curiovirus|s__Curiovirus_curionopolis
GCA_000925255.1	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Circovirus|s__Swan_circovirus
GCA_004091875.1	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Circovirus|s__Swan_circovirus
GCA_000925315.1	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae|g__Morbillivirus|s__Feline_morbillivirus
GCA_002815235.1	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae|g__Morbillivirus|s__Feline_morbillivirus
GCA_000925495.1	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae|g__Metaavulavirus|s__Avian_metaavulavirus_8
GCA_002815215.1	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae|g__Metaavulavirus|s__Avian_metaavulavirus_8
GCA_000925535.1	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Mymonaviridae|g__Sclerotimonavirus|s__Sclerotimonavirus_sclerotiniae
GCA_000960965.1	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Mymonaviridae|g__Sclerotimonavirus|s__Sclerotimonavirus_sclerotiniae
GCA_000926295.1	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Circovirus|s__European_catfish_circovirus
GCA_004080955.1	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Circovirus|s__European_catfish_circovirus
GCA_000926395.1	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae|g__Aquaparamyxovirus|s__Salmo_aquaparamyxovirus
GCA_013088535.1	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae|g__Aquaparamyxovirus|s__Salmo_aquaparamyxovirus
GCA_000926635.1	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Vesiculovirus|s__Vesiculovirus_jurona
GCA_002816015.1	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Vesiculovirus|s__Vesiculovirus_jurona
GCA_000926835.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Orivirus|s__Orivirus_A
GCA_024749955.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Orivirus|s__Orivirus_A
GCA_000927055.1	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae|g__Paraavulavirus|s__Avian_paraavulavirus_3
GCA_002815155.1	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae|g__Paraavulavirus|s__Avian_paraavulavirus_3
GCA_000927095.2	k__Viruses|p__Pisuviricota|c__Stelpaviricetes|o__Stellavirales|f__Astroviridae|g__Mamastrovirus|s__Mamastrovirus_3
GCA_900197215.1	k__Viruses|p__Pisuviricota|c__Stelpaviricetes|o__Stellavirales|f__Astroviridae|g__Mamastrovirus|s__Mamastrovirus_3
GCA_000927895.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Genomoviridae|g__Gemycircularvirus|s__Gemycircularvirus_blabi1
GCA_000929815.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Genomoviridae|g__Gemycircularvirus|s__Gemycircularvirus_blabi1
GCA_000928215.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Genomoviridae|g__Gemygorvirus|s__Gemygorvirus_sewopo1
GCA_000973295.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Genomoviridae|g__Gemygorvirus|s__Gemygorvirus_sewopo1
GCA_000928295.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Genomoviridae|g__Gemykibivirus|s__Gemykibivirus_sewopo1
GCA_001646055.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Genomoviridae|g__Gemykibivirus|s__Gemykibivirus_sewopo1
GCA_000929035.1	k__Viruses|p__Preplasmiviricota|c__Tectiliviricetes|o__Rowavirales|f__Adenoviridae|g__Atadenovirus|s__Psittacine_atadenovirus_A
GCA_008297635.1	k__Viruses|p__Preplasmiviricota|c__Tectiliviricetes|o__Rowavirales|f__Adenoviridae|g__Atadenovirus|s__Psittacine_atadenovirus_A
GCA_000929235.1	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Huchismacovirus|s__Human_smacovirus_1
GCA_003963835.1	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Huchismacovirus|s__Human_smacovirus_1
GCA_014883555.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Rabovirus|s__Rabovirus_A
GCA_014883575.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Rabovirus|s__Rabovirus_A
GCA_000929435.1	k__Viruses|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Herpesviridae|g__Percavirus|s__Equid_gammaherpesvirus_5
GCA_027930695.1	k__Viruses|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Herpesviridae|g__Percavirus|s__Equid_gammaherpesvirus_5
GCA_000930075.1	k__Viruses|p__Cossaviricota|c__Quintoviricetes|o__Piccovirales|f__Parvoviridae|g__Tetraparvovirus|s__Ungulate_tetraparvovirus_3
GCA_002219485.1	k__Viruses|p__Cossaviricota|c__Quintoviricetes|o__Piccovirales|f__Parvoviridae|g__Tetraparvovirus|s__Ungulate_tetraparvovirus_3
GCA_000930435.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Genomoviridae|g__Gemycircularvirus|s__Gemycircularvirus_furse1
GCA_003849225.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Genomoviridae|g__Gemycircularvirus|s__Gemycircularvirus_furse1
GCA_000930935.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Bopivirus|s__Bopivirus_A
GCA_013090055.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Bopivirus|s__Bopivirus_A
GCA_000943685.1	k__Viruses|p__Lenarviricota|c__Howeltoviricetes|o__Cryppavirales|f__Mitoviridae|g__Unuamitovirus|s__Unuamitovirus_scsc1
GCA_023119755.1	k__Viruses|p__Lenarviricota|c__Howeltoviricetes|o__Cryppavirales|f__Mitoviridae|g__Unuamitovirus|s__Unuamitovirus_scsc1
GCA_000954395.1	k__Viruses|p__Kitrinoviricota|c__Alsuviricetes|o__Tymovirales|f__Betaflexiviridae|g__Carlavirus|s__Pea_streak_virus
GCA_001184965.1	k__Viruses|p__Kitrinoviricota|c__Alsuviricetes|o__Tymovirales|f__Betaflexiviridae|g__Carlavirus|s__Pea_streak_virus
GCA_000972615.1	k__Viruses|p__Kitrinoviricota|c__Flasuviricetes|o__Amarillovirales|f__Flaviviridae|g__Hepacivirus|s__Hepacivirus_N
GCA_002821085.1	k__Viruses|p__Kitrinoviricota|c__Flasuviricetes|o__Amarillovirales|f__Flaviviridae|g__Hepacivirus|s__Hepacivirus_N
GCA_000973195.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Genomoviridae|g__Gemykibivirus|s__Gemykibivirus_humas2
GCA_003846505.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Genomoviridae|g__Gemykibivirus|s__Gemykibivirus_humas2
GCA_000973235.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Genomoviridae|g__Gemykibivirus|s__Gemykibivirus_humas3
GCA_002826005.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Genomoviridae|g__Gemykibivirus|s__Gemykibivirus_humas3
GCA_000973335.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Genomoviridae|g__Gemykibivirus|s__Gemykibivirus_rhina1
GCA_002826065.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Genomoviridae|g__Gemykibivirus|s__Gemykibivirus_rhina1
GCA_000989035.1	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Circovirus|s__Zebra_finch_circovirus
GCA_004058255.1	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Circovirus|s__Zebra_finch_circovirus
GCA_001028925.1	k__Viruses|p__Kitrinoviricota|c__Tolucaviricetes|o__Tolivirales|f__Tombusviridae|g__Luteovirus|s__Nectarine_stem_pitting_associated_virus
GCA_004787515.1	k__Viruses|p__Kitrinoviricota|c__Tolucaviricetes|o__Tolivirales|f__Tombusviridae|g__Luteovirus|s__Nectarine_stem_pitting_associated_virus
GCA_013490715.1	k__Viruses|p__Nucleocytoviricota|c__Megaviricetes|o__Pimascovirales|f__Iridoviridae|g__Megalocytivirus|s__Scale_drop_disease_virus
GCA_019333625.1	k__Viruses|p__Nucleocytoviricota|c__Megaviricetes|o__Pimascovirales|f__Iridoviridae|g__Megalocytivirus|s__Scale_drop_disease_virus
GCA_001292915.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Genomoviridae|g__Gemycircularvirus|s__Gemycircularvirus_poass1
GCA_003849365.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Genomoviridae|g__Gemycircularvirus|s__Gemycircularvirus_poass1
GCA_001308455.2	k__Viruses|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Herpesviridae|g__Scutavirus|s__Testudinid_alphaherpesvirus_3
GCA_027937385.1	k__Viruses|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Herpesviridae|g__Scutavirus|s__Testudinid_alphaherpesvirus_3
GCA_001310135.2	k__Viruses|p__Kitrinoviricota|c__Flasuviricetes|o__Amarillovirales|f__Flaviviridae|g__Pegivirus|s__Pegivirus_H
GCA_002821385.1	k__Viruses|p__Kitrinoviricota|c__Flasuviricetes|o__Amarillovirales|f__Flaviviridae|g__Pegivirus|s__Pegivirus_H
GCA_001429935.1	k__Viruses|p__Artverviricota|c__Revtraviricetes|o__Blubervirales|f__Hepadnaviridae|g__Orthohepadnavirus|s__Woolly_monkey_hepatitis_B_virus
GCA_003033095.1	k__Viruses|p__Artverviricota|c__Revtraviricetes|o__Blubervirales|f__Hepadnaviridae|g__Orthohepadnavirus|s__Woolly_monkey_hepatitis_B_virus
GCA_001430055.1	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Bornaviridae|g__Orthobornavirus|s__Orthobornavirus_alphapsittaciforme
GCA_002366005.1	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Bornaviridae|g__Orthobornavirus|s__Orthobornavirus_alphapsittaciforme
